# retrieved from http://www.ensembl.org/biomart/martview/d81b6aef15e4e70f94d34db8b8f23110?VIRTUALSCHEMANAME=default&ATTRIBUTES=drerio_gene_ensembl.default.homologs.ensembl_gene_id|drerio_gene_ensembl.default.homologs.external_gene_name|drerio_gene_ensembl.default.homologs.mmusculus_homolog_ensembl_gene|drerio_gene_ensembl.default.homologs.mmusculus_homolog_associated_gene_name&FILTERS=drerio_gene_ensembl.default.filters.with_mmusculus_homolog.only&VISIBLEPANEL=attributepanel
Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSDARG00000014790,g3bp2,ENSMUSG00000029405,G3bp2
ENSDARG00000071396,timm23a,ENSMUSG00000013701,Timm23
ENSDARG00000061791,nyx,ENSMUSG00000051228,Nyx
ENSDARG00000075072,rpap1,ENSMUSG00000034032,Rpap1
ENSDARG00000056531,nutf2,ENSMUSG00000008450,Nutf2
ENSDARG00000056531,nutf2,ENSMUSG00000071497,Nutf2-ps1
ENSDARG00000011240,ift46,ENSMUSG00000002031,Ift46
ENSDARG00000061185,nat15,ENSMUSG00000005982,Naa60
ENSDARG00000059423,prune2,ENSMUSG00000039126,Prune2
ENSDARG00000079221,si:ch211-162k9.6,ENSMUSG00000047592,Nxpe5
ENSDARG00000045857,cebpz,ENSMUSG00000024081,Cebpz
ENSDARG00000077299,yars2,ENSMUSG00000022792,Yars2
ENSDARG00000033134,ndufaf7,ENSMUSG00000024082,Ndufaf7
ENSDARG00000004433,btk,ENSMUSG00000031264,Btk
ENSDARG00000002994,itpkca,ENSMUSG00000003752,Itpkc
ENSDARG00000022177,ddx59,ENSMUSG00000026404,Ddx59
ENSDARG00000030311,tmc2b,ENSMUSG00000060332,Tmc2
ENSDARG00000003420,chrna5,ENSMUSG00000035594,Chrna5
ENSDARG00000060124,timm17b,ENSMUSG00000031158,Timm17b
ENSDARG00000045874,yeats4,ENSMUSG00000020171,Yeats4
ENSDARG00000075666,tsc22d3,ENSMUSG00000031431,Tsc22d3
ENSDARG00000044895,fmoda,ENSMUSG00000041559,Fmod
ENSDARG00000041546,gypc,ENSMUSG00000090523,Gypc
ENSDARG00000045691,zcrb1,ENSMUSG00000022635,Zcrb1
ENSDARG00000098652,pcdh11,ENSMUSG00000034755,Pcdh11x
ENSDARG00000017675,utp4,ENSMUSG00000041438,Utp4
ENSDARG00000096118,ost4,ENSMUSG00000038803,Ost4
ENSDARG00000087814,mfrp,ENSMUSG00000034739,Mfrp
ENSDARG00000101715,arsg,ENSMUSG00000020604,Arsg
ENSDARG00000022918,tbcc,ENSMUSG00000036430,Tbcc
ENSDARG00000068602,dalrd3,ENSMUSG00000019039,Dalrd3
ENSDARG00000002912,adipor1a,ENSMUSG00000026457,Adipor1
ENSDARG00000079377,arhgef38,ENSMUSG00000040969,Arhgef38
ENSDARG00000016345,ncoa5,ENSMUSG00000039804,Ncoa5
ENSDARG00000091317,hunk,ENSMUSG00000000411,Tssk3
ENSDARG00000091317,hunk,ENSMUSG00000007591,Tssk4
ENSDARG00000004034,arhgdig,ENSMUSG00000073433,Arhgdig
ENSDARG00000000474,tnni1a,ENSMUSG00000026418,Tnni1
ENSDARG00000054597,cnot6l,ENSMUSG00000034724,Cnot6l
ENSDARG00000058695,ddr2b,ENSMUSG00000026674,Ddr2
ENSDARG00000012467,spint1b,ENSMUSG00000070531,Wfdc6b
ENSDARG00000012467,spint1b,ENSMUSG00000074595,Wfdc6a
ENSDARG00000012467,spint1b,ENSMUSG00000017733,Eppin
ENSDARG00000012467,spint1b,ENSMUSG00000017310,Spint4
ENSDARG00000012467,spint1b,ENSMUSG00000019796,Lrp11
ENSDARG00000012467,spint1b,ENSMUSG00000027315,Spint1
ENSDARG00000012467,spint1b,ENSMUSG00000070533,Wfdc8
ENSDARG00000067566,sftpbb,ENSMUSG00000043430,Psapl1
ENSDARG00000067566,sftpbb,ENSMUSG00000056370,Sftpb
ENSDARG00000058696,tbl1xr1a,ENSMUSG00000027630,Tbl1xr1
ENSDARG00000007383,kcnk6,ENSMUSG00000046410,Kcnk6
ENSDARG00000063036,psd2,ENSMUSG00000024347,Psd2
ENSDARG00000019004,smarcd1,ENSMUSG00000023018,Smarcd1
ENSDARG00000073704,si:dkeyp-72g9.4,ENSMUSG00000048489,Depp1
ENSDARG00000057887,nts,ENSMUSG00000019890,Nts
ENSDARG00000045378,pi15a,ENSMUSG00000067780,Pi15
ENSDARG00000043757,ptbp3,ENSMUSG00000028382,Ptbp3
ENSDARG00000017537,prkag3a,ENSMUSG00000006542,Prkag3
ENSDARG00000012942,itgb5,ENSMUSG00000022817,Itgb5
ENSDARG00000068934,cyp1b1,ENSMUSG00000024087,Cyp1b1
ENSDARG00000074156,sgca,ENSMUSG00000001508,Sgca
ENSDARG00000058587,terb1,ENSMUSG00000052616,Terb1
ENSDARG00000067507,kctd8,ENSMUSG00000037653,Kctd8
ENSDARG00000070644,ttpal,ENSMUSG00000017679,Ttpal
ENSDARG00000037935,aldh16a1,ENSMUSG00000007833,Aldh16a1
ENSDARG00000043664,si:dkey-63b1.1,ENSMUSG00000021070,Bdkrb2
ENSDARG00000101047,rtcb,ENSMUSG00000001783,Rtcb
ENSDARG00000005754,ptprfb,ENSMUSG00000033295,Ptprf
ENSDARG00000101217,fam78aa,ENSMUSG00000050592,Fam78a
ENSDARG00000062142,stoml1,ENSMUSG00000032333,Stoml1
ENSDARG00000088402,rubcnl,ENSMUSG00000034959,Rubcnl
ENSDARG00000052361,il15,ENSMUSG00000031712,Il15
ENSDARG00000004580,nmnat2,ENSMUSG00000042751,Nmnat2
ENSDARG00000087469,F2R (1 of many),ENSMUSG00000048376,F2r
ENSDARG00000038066,kpna2,ENSMUSG00000018362,Kpna2
ENSDARG00000038066,kpna2,ENSMUSG00000066878,Gm10184
ENSDARG00000001933,prkag2b,ENSMUSG00000028944,Prkag2
ENSDARG00000055713,fmnl1a,ENSMUSG00000055805,Fmnl1
ENSDARG00000040352,crot,ENSMUSG00000003623,Crot
ENSDARG00000040705,glsb,ENSMUSG00000026103,Gls
ENSDARG00000040985,itgbl1,ENSMUSG00000032925,Itgbl1
ENSDARG00000020610,tnnt2a,ENSMUSG00000026414,Tnnt2
ENSDARG00000074166,birc6,ENSMUSG00000024073,Birc6
ENSDARG00000002333,fam102bb,ENSMUSG00000040339,Fam102b
ENSDARG00000070626,cacng8b,ENSMUSG00000053395,Cacng8
ENSDARG00000052701,smpd2b,ENSMUSG00000019822,Smpd2
ENSDARG00000058127,hcfc2,ENSMUSG00000045259,Klhdc9
ENSDARG00000058127,hcfc2,ENSMUSG00000020246,Hcfc2
ENSDARG00000100823,selenok,ENSMUSG00000042682,Selenok
ENSDARG00000043697,nefmb,ENSMUSG00000022054,Nefm
ENSDARG00000077609,elfn2a,ENSMUSG00000043460,Elfn2
ENSDARG00000054331,ccn4a,ENSMUSG00000005124,Ccn4
ENSDARG00000038793,ccdc24,ENSMUSG00000078588,Ccdc24
ENSDARG00000063677,ccny,ENSMUSG00000024286,Ccny
ENSDARG00000076748,ntn2,ENSMUSG00000117406,Ntn3
ENSDARG00000001559,csmd2,ENSMUSG00000026616,Cr2
ENSDARG00000044059,lft2,ENSMUSG00000066652,Lefty2
ENSDARG00000044059,lft2,ENSMUSG00000038793,Lefty1
ENSDARG00000008200,ugp2b,ENSMUSG00000001891,Ugp2
ENSDARG00000024189,pnocb,ENSMUSG00000045731,Pnoc
ENSDARG00000059459,si:ch211-283h6.4,ENSMUSG00000058706,0610030E20Rik
ENSDARG00000010601,mtmr10,ENSMUSG00000030522,Mtmr10
ENSDARG00000078474,myo15ab,ENSMUSG00000042678,Myo15
ENSDARG00000057863,dnmt3bb.3,ENSMUSG00000000730,Dnmt3l
ENSDARG00000013110,dmtn,ENSMUSG00000022099,Dmtn
ENSDARG00000098228,thrap3b,ENSMUSG00000043962,Thrap3
ENSDARG00000038967,cul3a,ENSMUSG00000004364,Cul3
ENSDARG00000009372,diras1b,ENSMUSG00000043670,Diras1
ENSDARG00000036064,cnep1r1,ENSMUSG00000036810,Cnep1r1
ENSDARG00000077040,si:ch211-85n16.4,ENSMUSG00000001768,Rin2
ENSDARG00000098934,rrp7a,ENSMUSG00000018040,Rrp7a
ENSDARG00000005772,tsr2,ENSMUSG00000025264,Tsr2
ENSDARG00000103226,dhcr7,ENSMUSG00000058454,Dhcr7
ENSDARG00000021590,magi2a,ENSMUSG00000040003,Magi2
ENSDARG00000101190,cyp2k8,ENSMUSG00000060613,Cyp2c70
ENSDARG00000101190,cyp2k8,ENSMUSG00000028571,Cyp2j13
ENSDARG00000101190,cyp2k8,ENSMUSG00000015224,Cyp2j9
ENSDARG00000101190,cyp2k8,ENSMUSG00000025002,Cyp2c55
ENSDARG00000101190,cyp2k8,ENSMUSG00000067229,Cyp2c66
ENSDARG00000101190,cyp2k8,ENSMUSG00000067231,Cyp2c65
ENSDARG00000101190,cyp2k8,ENSMUSG00000030483,Cyp2b10
ENSDARG00000101190,cyp2k8,ENSMUSG00000040583,Cyp2b13
ENSDARG00000101190,cyp2k8,ENSMUSG00000040660,Cyp2b9
ENSDARG00000101190,cyp2k8,ENSMUSG00000040650,Cyp2b23
ENSDARG00000101190,cyp2k8,ENSMUSG00000066704,Cyp2b19
ENSDARG00000005271,zc3h12a,ENSMUSG00000042677,Zc3h12a
ENSDARG00000094370,si:ch211-125e6.13,ENSMUSG00000059654,Reg1
ENSDARG00000094370,si:ch211-125e6.13,ENSMUSG00000023140,Reg2
ENSDARG00000021369,mc3r,ENSMUSG00000038537,Mc3r
ENSDARG00000009748,dffb,ENSMUSG00000029027,Dffb
ENSDARG00000096546,nrp2a,ENSMUSG00000025969,Nrp2
ENSDARG00000002194,rhd,ENSMUSG00000028825,Rhd
ENSDARG00000101222,oscp1a,ENSMUSG00000050188,Lsm10
ENSDARG00000016811,ints3,ENSMUSG00000027933,Ints3
ENSDARG00000006370,atp6v1h,ENSMUSG00000033793,Atp6v1h
ENSDARG00000089885,slc16a12b,ENSMUSG00000009378,Slc16a12
ENSDARG00000068221,MBL2 (1 of many),ENSMUSG00000024863,Mbl2
ENSDARG00000068221,MBL2 (1 of many),ENSMUSG00000037780,Mbl1
ENSDARG00000075853,sh3kbp1,ENSMUSG00000040990,Sh3kbp1
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000024681,Ms4a3
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000099398,Ms4a14
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000024729,1700017D01Rik
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000057240,Ms4a13
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000024677,Ms4a6b
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000079419,Ms4a6c
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000024679,Ms4a6d
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000067571,Ms4a15
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000054523,Ms4a5
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000024672,Ms4a7
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000094584,Ms4a18
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000024728,1700025F22Rik
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000024673,Ms4a1
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000024680,Ms4a2
ENSDARG00000093546,si:ch73-56d11.5,ENSMUSG00000024731,Ms4a10
ENSDARG00000075560,kmt2cb,ENSMUSG00000038056,Kmt2c
ENSDARG00000092463,rhbdd2,ENSMUSG00000039917,Rhbdd2
ENSDARG00000035741,slc25a11,ENSMUSG00000014606,Slc25a11
ENSDARG00000070787,jupa,ENSMUSG00000001552,Jup
ENSDARG00000007024,uox,ENSMUSG00000028186,Uox
ENSDARG00000094709,arl8,ENSMUSG00000017418,Arl5b
ENSDARG00000069765,syngap1b,ENSMUSG00000067629,Syngap1
ENSDARG00000062521,atp9b,ENSMUSG00000024566,Atp9b
ENSDARG00000020656,prkg1a,ENSMUSG00000052920,Prkg1
ENSDARG00000067824,cntnap3,ENSMUSG00000033063,Cntnap3
ENSDARG00000068894,nrip1b,ENSMUSG00000048490,Nrip1
ENSDARG00000090106,slc17a7b,ENSMUSG00000070570,Slc17a7
ENSDARG00000069515,bbs10,ENSMUSG00000035759,Bbs10
ENSDARG00000022718,casp8ap2,ENSMUSG00000028282,Casp8ap2
ENSDARG00000033144,psme2,ENSMUSG00000078153,Psme2b
ENSDARG00000033144,psme2,ENSMUSG00000079197,Psme2
ENSDARG00000070513,brpf3a,ENSMUSG00000063952,Brpf3
ENSDARG00000014053,olfm1b,ENSMUSG00000026833,Olfm1
ENSDARG00000077560,grin2cb,ENSMUSG00000020734,Grin2c
ENSDARG00000099448,sh3d21,ENSMUSG00000073758,Sh3d21
ENSDARG00000043554,mrpl40,ENSMUSG00000022706,Mrpl40
ENSDARG00000103494,usp43a,ENSMUSG00000020905,Usp43
ENSDARG00000061191,plekho1a,ENSMUSG00000015745,Plekho1
ENSDARG00000025693,tmem9b,ENSMUSG00000031021,Tmem9b
ENSDARG00000090676,si:ch211-166i24.1,ENSMUSG00000049336,Tenm2
ENSDARG00000068261,pros1,ENSMUSG00000022912,Pros1
ENSDARG00000017294,gnai2b,ENSMUSG00000032562,Gnai2
ENSDARG00000012353,vipr2,ENSMUSG00000011171,Vipr2
ENSDARG00000007825,map2k1,ENSMUSG00000004936,Map2k1
ENSDARG00000012586,fmnl2a,ENSMUSG00000036053,Fmnl2
ENSDARG00000043643,ehbp1,ENSMUSG00000042302,Ehbp1
ENSDARG00000034309,cox10,ENSMUSG00000042148,Cox10
ENSDARG00000002285,mcoln1a,ENSMUSG00000004567,Mcoln1
ENSDARG00000015921,pwp1,ENSMUSG00000001785,Pwp1
ENSDARG00000091624,ugt2a7,ENSMUSG00000035780,Ugt2a3
ENSDARG00000091624,ugt2a7,ENSMUSG00000054545,Ugt1a6a
ENSDARG00000091624,ugt2a7,ENSMUSG00000090124,Ugt1a7c
ENSDARG00000091624,ugt2a7,ENSMUSG00000090145,Ugt1a6b
ENSDARG00000091624,ugt2a7,ENSMUSG00000090171,Ugt1a2
ENSDARG00000091624,ugt2a7,ENSMUSG00000089943,Ugt1a5
ENSDARG00000091624,ugt2a7,ENSMUSG00000090175,Ugt1a9
ENSDARG00000091624,ugt2a7,ENSMUSG00000090165,Ugt1a10
ENSDARG00000091624,ugt2a7,ENSMUSG00000089675,Ugt1a8
ENSDARG00000091624,ugt2a7,ENSMUSG00000106677,Ugt2a1
ENSDARG00000091624,ugt2a7,ENSMUSG00000107180,Gm43638
ENSDARG00000091624,ugt2a7,ENSMUSG00000029268,Ugt2a2
ENSDARG00000062951,meak7,ENSMUSG00000034105,Meak7
ENSDARG00000007804,gas6,ENSMUSG00000031451,Gas6
ENSDARG00000016439,slc7a1,ENSMUSG00000041313,Slc7a1
ENSDARG00000103659,bco1l,ENSMUSG00000031845,Bco1
ENSDARG00000060991,mief1,ENSMUSG00000022412,Mief1
ENSDARG00000014348,stk17b,ENSMUSG00000026094,Stk17b
ENSDARG00000045913,mrps10,ENSMUSG00000034729,Mrps10
ENSDARG00000058005,hgd,ENSMUSG00000022821,Hgd
ENSDARG00000026753,grik4,ENSMUSG00000032017,Grik4
ENSDARG00000012776,smarca1,ENSMUSG00000031099,Smarca1
ENSDARG00000061603,sorbs2b,ENSMUSG00000031626,Sorbs2
ENSDARG00000038321,zgc:172053,ENSMUSG00000059654,Reg1
ENSDARG00000038321,zgc:172053,ENSMUSG00000023140,Reg2
ENSDARG00000043635,cmc2,ENSMUSG00000014633,Cmc2
ENSDARG00000016598,ckmt1,ENSMUSG00000000308,Ckmt1
ENSDARG00000011605,dennd6b,ENSMUSG00000015377,Dennd6b
ENSDARG00000075441,vwa2,ENSMUSG00000025082,Vwa2
ENSDARG00000017658,gmppb,ENSMUSG00000070284,Gmppb
ENSDARG00000045541,gcc1,ENSMUSG00000029708,Gcc1
ENSDARG00000078245,gal3st1b,ENSMUSG00000049721,Gal3st1
ENSDARG00000079805,tagln3a,ENSMUSG00000022658,Tagln3
ENSDARG00000093877,si:zfos-2330d3.7,ENSMUSG00000042436,Mfap4
ENSDARG00000006283,waslb,ENSMUSG00000029684,Wasl
ENSDARG00000076981,zgc:198329,ENSMUSG00000031937,Vstm5
ENSDARG00000107511,lyn,ENSMUSG00000028233,Tgs1
ENSDARG00000012297,cnga3b,ENSMUSG00000026114,Cnga3
ENSDARG00000055416,serpinb1,ENSMUSG00000044734,Serpinb1a
ENSDARG00000055416,serpinb1,ENSMUSG00000051029,Serpinb1b
ENSDARG00000055416,serpinb1,ENSMUSG00000079049,Serpinb1c
ENSDARG00000007149,l1cama,ENSMUSG00000031391,L1cam
ENSDARG00000095825,ftr92,ENSMUSG00000094311,Rfpl4b
ENSDARG00000095825,ftr92,ENSMUSG00000020496,Rnf187
ENSDARG00000095825,ftr92,ENSMUSG00000035191,Rfpl4
ENSDARG00000055429,kat6b,ENSMUSG00000021767,Kat6b
ENSDARG00000003749,polb,ENSMUSG00000031536,Polb
ENSDARG00000089681,btf3l4,ENSMUSG00000028568,Btf3l4
ENSDARG00000089681,btf3l4,ENSMUSG00000114133,Gm20075
ENSDARG00000078578,fam222bb,ENSMUSG00000037750,Fam222b
ENSDARG00000078807,paxx,ENSMUSG00000047617,Paxx
ENSDARG00000041602,zgc:92335,ENSMUSG00000026766,Mmadhc
ENSDARG00000103971,si:ch73-173p19.2,ENSMUSG00000038600,Atp6v0a4
ENSDARG00000058011,arxa,ENSMUSG00000035277,Arx
ENSDARG00000089217,ubap1la,ENSMUSG00000086228,Ubap1l
ENSDARG00000045025,ift52,ENSMUSG00000017858,Ift52
ENSDARG00000103663,NINJ1,ENSMUSG00000037966,Ninj1
ENSDARG00000060854,kctd3,ENSMUSG00000026608,Kctd3
ENSDARG00000114894,znf1026,ENSMUSG00000047264,Zfp358
ENSDARG00000114894,znf1026,ENSMUSG00000049728,Zfp668
ENSDARG00000114894,znf1026,ENSMUSG00000051550,Zfp579
ENSDARG00000016721,sdha,ENSMUSG00000021577,Sdha
ENSDARG00000100524,abca3b,ENSMUSG00000024130,Abca3
ENSDARG00000088318,ubap2a,ENSMUSG00000028433,Ubap2
ENSDARG00000043986,setd6,ENSMUSG00000031671,Setd6
ENSDARG00000043857,ufm1,ENSMUSG00000027746,Ufm1
ENSDARG00000099920,zgc:163040,ENSMUSG00000069266,Hist1h4b
ENSDARG00000099920,zgc:163040,ENSMUSG00000067455,Hist1h4j
ENSDARG00000079779,radil,ENSMUSG00000029576,Radil
ENSDARG00000013207,zeb1b,ENSMUSG00000024238,Zeb1
ENSDARG00000100620,taok2b,ENSMUSG00000059981,Taok2
ENSDARG00000114534,zgc:165555,ENSMUSG00000069274,Hist1h4f
ENSDARG00000114534,zgc:165555,ENSMUSG00000060093,Hist1h4a
ENSDARG00000004167,zgc:110366,ENSMUSG00000052131,Akr1b7
ENSDARG00000004167,zgc:110366,ENSMUSG00000061758,Akr1b10
ENSDARG00000004167,zgc:110366,ENSMUSG00000029762,Akr1b8
ENSDARG00000004167,zgc:110366,ENSMUSG00000021213,Akr1c13
ENSDARG00000004167,zgc:110366,ENSMUSG00000021211,Akr1c12
ENSDARG00000004167,zgc:110366,ENSMUSG00000071551,Akr1c19
ENSDARG00000037097,slc7a2,ENSMUSG00000041052,Slc7a13
ENSDARG00000037097,slc7a2,ENSMUSG00000039710,Slc7a12
ENSDARG00000037097,slc7a2,ENSMUSG00000054753,AU018091
ENSDARG00000037097,slc7a2,ENSMUSG00000027737,Slc7a11
ENSDARG00000037097,slc7a2,ENSMUSG00000031596,Slc7a2
ENSDARG00000011246,krr1,ENSMUSG00000063334,Krr1
ENSDARG00000097292,slc26a6,ENSMUSG00000023259,Slc26a6
ENSDARG00000102998,taf6,ENSMUSG00000036980,Taf6
ENSDARG00000015998,wdhd1,ENSMUSG00000037572,Wdhd1
ENSDARG00000073810,thbs2b,ENSMUSG00000023885,Thbs2
ENSDARG00000018968,acvr1ba,ENSMUSG00000000532,Acvr1b
ENSDARG00000057410,rxfp3,ENSMUSG00000060735,Rxfp3
ENSDARG00000079219,mfn1b,ENSMUSG00000027668,Mfn1
ENSDARG00000058960,otol1b,ENSMUSG00000027788,Otol1
ENSDARG00000068820,h2afva,ENSMUSG00000041126,H2afv
ENSDARG00000043404,rpp21,ENSMUSG00000024446,Rpp21
ENSDARG00000076765,ddhd2,ENSMUSG00000061313,Ddhd2
ENSDARG00000097648,si:dkey-35i13.1,ENSMUSG00000078307,AI593442
ENSDARG00000100666,ep300a,ENSMUSG00000055024,Ep300
ENSDARG00000068822,purba,ENSMUSG00000094483,Purb
ENSDARG00000095674,tmem123,ENSMUSG00000050912,Tmem123
ENSDARG00000078233,ctnnd1,ENSMUSG00000101645,Gm28635
ENSDARG00000078233,ctnnd1,ENSMUSG00000034101,Ctnnd1
ENSDARG00000003449,pde10a,ENSMUSG00000023868,Pde10a
ENSDARG00000055381,bambia,ENSMUSG00000024232,Bambi
ENSDARG00000018270,olfm1a,ENSMUSG00000026833,Olfm1
ENSDARG00000070600,dyrk3,ENSMUSG00000016526,Dyrk3
ENSDARG00000006891,kcns3a,ENSMUSG00000043673,Kcns3
ENSDARG00000058801,rev3l,ENSMUSG00000019841,Rev3l
ENSDARG00000077467,sox10,ENSMUSG00000033006,Sox10
ENSDARG00000006849,asic2,ENSMUSG00000020704,Asic2
ENSDARG00000032820,rxfp2a,ENSMUSG00000053368,Rxfp2
ENSDARG00000019920,lft1,ENSMUSG00000066652,Lefty2
ENSDARG00000019920,lft1,ENSMUSG00000038793,Lefty1
ENSDARG00000021346,pdhb,ENSMUSG00000021748,Pdhb
ENSDARG00000037373,ephb2a,ENSMUSG00000028664,Ephb2
ENSDARG00000062919,tceanc2,ENSMUSG00000028619,Tceanc2
ENSDARG00000008818,hsf1,ENSMUSG00000045802,Hsf3
ENSDARG00000042285,atp8b3,ENSMUSG00000003341,Atp8b3
ENSDARG00000060338,trmt12,ENSMUSG00000037085,Trmt12
ENSDARG00000090778,ttll1,ENSMUSG00000022442,Ttll1
ENSDARG00000100223,gpa33a,ENSMUSG00000001946,Esam
ENSDARG00000005057,dimt1l,ENSMUSG00000021692,Dimt1
ENSDARG00000077710,nlgn1,ENSMUSG00000063887,Nlgn1
ENSDARG00000062811,p2ry10,ENSMUSG00000054293,P2ry10b
ENSDARG00000062811,p2ry10,ENSMUSG00000050921,P2ry10
ENSDARG00000056625,trpc6a,ENSMUSG00000031997,Trpc6
ENSDARG00000040247,oxgr1a.3,ENSMUSG00000044819,Oxgr1
ENSDARG00000008757,entpd6,ENSMUSG00000033068,Entpd6
ENSDARG00000075141,gprc5bb,ENSMUSG00000008734,Gprc5b
ENSDARG00000101540,fgf3,ENSMUSG00000031074,Fgf3
ENSDARG00000018726,slco3a1,ENSMUSG00000025790,Slco3a1
ENSDARG00000070839,evi5b,ENSMUSG00000011831,Evi5
ENSDARG00000044053,vsnl1b,ENSMUSG00000054459,Vsnl1
ENSDARG00000062457,las1l,ENSMUSG00000057421,Las1l
ENSDARG00000040186,fam210ab,ENSMUSG00000038121,Fam210a
ENSDARG00000004158,tmem63c,ENSMUSG00000034145,Tmem63c
ENSDARG00000098622,ccne1,ENSMUSG00000002068,Ccne1
ENSDARG00000063258,rfx5,ENSMUSG00000005774,Rfx5
ENSDARG00000025875,kctd2,ENSMUSG00000016940,Kctd2
ENSDARG00000005561,gfm2,ENSMUSG00000021666,Gfm2
ENSDARG00000061216,hexdc,ENSMUSG00000039307,Hexdc
ENSDARG00000052103,dtymk,ENSMUSG00000026281,Dtymk
ENSDARG00000060639,apba2b,ENSMUSG00000030519,Apba2
ENSDARG00000058003,wfdc1,ENSMUSG00000023336,Wfdc1
ENSDARG00000016584,rgs7a,ENSMUSG00000026527,Rgs7
ENSDARG00000104314,nrg1,ENSMUSG00000062991,Nrg1
ENSDARG00000090914,si:ch211-117k10.3,ENSMUSG00000070902,Zfp352
ENSDARG00000090914,si:ch211-117k10.3,ENSMUSG00000048626,Klf17
ENSDARG00000090914,si:ch211-117k10.3,ENSMUSG00000073209,Klf14
ENSDARG00000079484,kcnt1,ENSMUSG00000058740,Kcnt1
ENSDARG00000018206,nck2a,ENSMUSG00000066877,Nck2
ENSDARG00000055722,bco2a,ENSMUSG00000032066,Bco2
ENSDARG00000099339,pacsin3,ENSMUSG00000027257,Pacsin3
ENSDARG00000013871,slc5a1,ENSMUSG00000011034,Slc5a1
ENSDARG00000035148,orai2,ENSMUSG00000039747,Orai2
ENSDARG00000058354,selenot1a,ENSMUSG00000075700,Selenot
ENSDARG00000079823,mrps36,ENSMUSG00000061474,Mrps36
ENSDARG00000042332,plin2,ENSMUSG00000028494,Plin2
ENSDARG00000022845,lias,ENSMUSG00000029199,Lias
ENSDARG00000037091,asah1a,ENSMUSG00000031591,Asah1
ENSDARG00000059817,mtmr12,ENSMUSG00000039458,Mtmr12
ENSDARG00000036903,irak1bp1,ENSMUSG00000032251,Irak1bp1
ENSDARG00000017220,otud7b,ENSMUSG00000038495,Otud7b
ENSDARG00000029463,asap1a,ENSMUSG00000022377,Asap1
ENSDARG00000069339,tbc1d24,ENSMUSG00000036473,Tbc1d24
ENSDARG00000018321,lbx1a,ENSMUSG00000034968,Lbx2
ENSDARG00000018321,lbx1a,ENSMUSG00000025216,Lbx1
ENSDARG00000075593,trim71,ENSMUSG00000079259,Trim71
ENSDARG00000018618,cpsf6,ENSMUSG00000055531,Cpsf6
ENSDARG00000019556,clcn7,ENSMUSG00000036636,Clcn7
ENSDARG00000013708,usp9,ENSMUSG00000031010,Usp9x
ENSDARG00000013708,usp9,ENSMUSG00000069044,Usp9y
ENSDARG00000093313,ubb,ENSMUSG00000008348,Ubc
ENSDARG00000045131,id4,ENSMUSG00000021379,Id4
ENSDARG00000032653,sinhcaf,ENSMUSG00000039985,Sinhcaf
ENSDARG00000035890,fuca1.1,ENSMUSG00000028673,Fuca1
ENSDARG00000039390,sdhaf4,ENSMUSG00000026154,Sdhaf4
ENSDARG00000056015,hoxb13a,ENSMUSG00000049604,Hoxb13
ENSDARG00000074363,TTC9,ENSMUSG00000042734,Ttc9
ENSDARG00000033604,lrpap1,ENSMUSG00000029103,Lrpap1
ENSDARG00000044574,rbms3,ENSMUSG00000039607,Rbms3
ENSDARG00000078348,tcf20,ENSMUSG00000071262,Zfp957
ENSDARG00000078348,tcf20,ENSMUSG00000041852,Tcf20
ENSDARG00000060687,chd2,ENSMUSG00000078671,Chd2
ENSDARG00000087529,zgc:85936,ENSMUSG00000046295,Ankle1
ENSDARG00000033855,cnot9,ENSMUSG00000026174,Cnot9
ENSDARG00000021059,alas1,ENSMUSG00000032786,Alas1
ENSDARG00000077469,polr1b,ENSMUSG00000027395,Polr1b
ENSDARG00000113800,si:dkey-108k21.19,ENSMUSG00000049932,H2afx
ENSDARG00000035629,parvab,ENSMUSG00000030770,Parva
ENSDARG00000055833,lectin,ENSMUSG00000059654,Reg1
ENSDARG00000055833,lectin,ENSMUSG00000023140,Reg2
ENSDARG00000013856,amy2a,ENSMUSG00000096770,Amy2a4
ENSDARG00000013856,amy2a,ENSMUSG00000096569,Amy2a2
ENSDARG00000013856,amy2a,ENSMUSG00000074268,Amy2a5
ENSDARG00000013856,amy2a,ENSMUSG00000093931,Amy2a3
ENSDARG00000013856,amy2a,ENSMUSG00000070360,Amy2a1
ENSDARG00000070037,rgs8,ENSMUSG00000026475,Rgs16
ENSDARG00000070037,rgs8,ENSMUSG00000042671,Rgs8
ENSDARG00000045493,slc35e3,ENSMUSG00000060181,Slc35e3
